"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",3.24210948134137,0.269722653231203,12.0201601256023,0.0000000000000000000000000000000124191629591824,2.71345308100821,3.77076588167453
"log_closest_SW",0.164691709180047,0.0289424553683875,5.69031573457766,0.0000000137404386311814,0.107964496658007,0.221418921702086
"log_closest_SE",-0.163376320467298,0.0671603160328228,-2.43263179981839,0.0150401465029635,-0.29501053989163,-0.0317421010429649
