"direction","distance_threshold_m","predictor","slope","p_value","r_squared","adj_r_squared","AIC","sample_size","conf_low","conf_high","relationship_sign","status"
"NE",200,"mean_neighbour_DGR",0.76743581925215,0.000000000000000000000000000000000000000000000000000000000000000000000000000000112915234077306,0.41301953784881,0.41214475325544,697.377916379859,673,0.698086932467112,0.836784706037188,"positive","OK"
"NE",210,"mean_neighbour_DGR",0.766679627966242,0.0000000000000000000000000000000000000000000000000000000000000000000000000000209294784980911,0.403371815286885,0.4024839757263,711.260852075148,674,0.696054476714166,0.837304779218318,"positive","OK"
"NE",220,"mean_neighbour_DGR",0.767333804163598,0.0000000000000000000000000000000000000000000000000000000000000000000000000291417446782386,0.389959237769227,0.389052787899642,728.317478140609,675,0.694693701093563,0.839973907233632,"positive","OK"
"NE",230,"mean_neighbour_DGR",0.785470449970772,0.000000000000000000000000000000000000000000000000000000000000000000000000574928337713475,0.384098017545645,0.383184216384733,748.500598602418,676,0.710245251555218,0.860695648386326,"positive","OK"
"NE",240,"mean_neighbour_DGR",0.792488816264044,0.000000000000000000000000000000000000000000000000000000000000000000000087642769122776,0.374429069458322,0.373502297709372,759.144810141132,677,0.715074324040383,0.869903308487706,"positive","OK"
"NE",250,"mean_neighbour_DGR",0.793522042696116,0.000000000000000000000000000000000000000000000000000000000000000000014836347080301,0.364868955080566,0.363928020199204,769.412615893819,677,0.714399937052295,0.872644148339937,"positive","OK"
"NE",260,"mean_neighbour_DGR",0.791647895375739,0.00000000000000000000000000000000000000000000000000000000000000000167986285858628,0.355510099297454,0.354556711870379,779.759537279516,678,0.711153218793022,0.872142571958457,"positive","OK"
"NE",270,"mean_neighbour_DGR",0.791364828068537,0.0000000000000000000000000000000000000000000000000000000000000000638017886073407,0.348143659353736,0.347180799175529,787.793813331775,679,0.709649350912295,0.87308030522478,"positive","OK"
"NE",280,"mean_neighbour_DGR",0.78770220673513,0.0000000000000000000000000000000000000000000000000000000000000323359068799513,0.33607327392635,0.335092584522992,800.251826854556,679,0.704154213302962,0.871250200167299,"positive","OK"
"NE",290,"mean_neighbour_DGR",0.786174602288151,0.00000000000000000000000000000000000000000000000000000000000741887688430205,0.325357942822565,0.324361425751402,811.122938340585,679,0.700745492028166,0.871603712548136,"positive","OK"
"NE",300,"mean_neighbour_DGR",0.777887755985875,0.00000000000000000000000000000000000000000000000000000000212263225021637,0.314025455446774,0.313012199103268,822.433893766576,679,0.691127787988282,0.864647723983468,"positive","OK"
"NE",310,"mean_neighbour_DGR",0.76847996831407,0.000000000000000000000000000000000000000000000000000000606172551480945,0.302508415144356,0.30147814692448,833.73919550836,679,0.680422908214118,0.856537028414022,"positive","OK"
"NE",320,"mean_neighbour_DGR",0.763756406321003,0.0000000000000000000000000000000000000000000000000000972702082142217,0.292002565252112,0.29095677879015,843.89026014085,679,0.67401182221702,0.853500990424986,"positive","OK"
"NE",330,"mean_neighbour_DGR",0.756489447883185,0.000000000000000000000000000000000000000000000000071701082783947,0.278108282194662,0.27704197241947,857.086409121633,679,0.664515925915825,0.848462969850545,"positive","OK"
"NE",340,"mean_neighbour_DGR",0.753776358336293,0.00000000000000000000000000000000000000000000000782782339112894,0.268069668120904,0.26698853025993,866.463522765354,679,0.65978575861115,0.847766958061435,"positive","OK"
"NE",350,"mean_neighbour_DGR",0.747229122901476,0.00000000000000000000000000000000000000000000143234980249663,0.25676519628046,0.255667360529028,876.870339535847,679,0.651293564978634,0.843164680824318,"positive","OK"
"NE",360,"mean_neighbour_DGR",0.740815828266132,0.000000000000000000000000000000000000000000354469487598099,0.244618582808594,0.243502805235195,887.877468707276,679,0.642577819062124,0.839053837470141,"positive","OK"
"NE",370,"mean_neighbour_DGR",0.733190681612932,0.0000000000000000000000000000000000000000319895107990306,0.234550741961567,0.233420093131377,896.867508045749,679,0.633239574517849,0.833141788708014,"positive","OK"
"NE",380,"mean_neighbour_DGR",0.723909135439131,0.00000000000000000000000000000000000000398737589360202,0.223614817003448,0.222468014665196,906.499693412521,679,0.62211956948269,0.825698701395572,"positive","OK"
"NE",390,"mean_neighbour_DGR",0.71349697530212,0.000000000000000000000000000000000000767197502764681,0.211521044226973,0.210356378118002,916.994962623017,679,0.609542958958311,0.81745099164593,"positive","OK"
"NE",400,"mean_neighbour_DGR",0.699722339041375,0.0000000000000000000000000000000000690746762267483,0.20102781167037,0.199847645956442,925.971627770849,679,0.594454823708187,0.804989854374563,"positive","OK"
"NE",410,"mean_neighbour_DGR",0.688927849784454,0.00000000000000000000000000000000295435017290401,0.192166419475493,0.190973164555959,933.460954007729,679,0.582335308136492,0.795520391432417,"positive","OK"
"NE",420,"mean_neighbour_DGR",0.67271735972099,0.000000000000000000000000000000306573878535646,0.181082264026464,0.179872636646887,942.714068416538,679,0.564761631789871,0.780673087652109,"positive","OK"
"NE",430,"mean_neighbour_DGR",0.660418311520949,0.0000000000000000000000000000115745109749842,0.172310149134227,0.171087564420983,949.948727613723,679,0.551191723681735,0.769644899360163,"positive","OK"
"NE",440,"mean_neighbour_DGR",0.64787957060115,0.000000000000000000000000000363042640729221,0.16390250086881,0.162667497177331,956.81119326029,679,0.537456242530536,0.758302898671764,"positive","OK"
"NE",450,"mean_neighbour_DGR",0.634145102237696,0.000000000000000000000000011729440641793,0.155339931526509,0.154092280022117,963.729543644976,679,0.522556729604357,0.745733474871035,"positive","OK"
"NE",460,"mean_neighbour_DGR",0.625824089206861,0.000000000000000000000000109831445491388,0.149784729265175,0.148528872144444,968.180603561537,679,0.513308206500847,0.738339971912875,"positive","OK"
"NE",470,"mean_neighbour_DGR",0.615165778644921,0.00000000000000000000000137935981028108,0.143458746577749,0.142193545317155,973.213965793877,679,0.501734280330073,0.72859727695977,"positive","OK"
"NE",480,"mean_neighbour_DGR",0.612225100055237,0.00000000000000000000000337637057422327,0.141210220938878,0.139941698370102,974.994088410859,679,0.498291355120223,0.726158844990251,"positive","OK"
"NE",490,"mean_neighbour_DGR",0.610609387615873,0.00000000000000000000000697688433722697,0.139383078343342,0.138111856893332,976.437179552521,679,0.49611234586116,0.725106429370586,"positive","OK"
"NE",500,"mean_neighbour_DGR",0.606261535355941,0.0000000000000000000000230696564417118,0.136364513256443,0.13508883306923,978.81456673538,679,0.491127044231007,0.721396026480875,"positive","OK"
"NE",10,"n_neighbours",NA,NA,NA,NA,NA,683,NA,NA,NA,"Skipped: predictor has insufficient variation"
"NE",20,"n_neighbours",0.204494681772635,0.0000584249157779818,0.0234574609155611,0.0220234777450994,1076.48633029785,683,0.105220987222083,0.303768376323187,"positive","OK"
"NE",30,"n_neighbours",0.152887565096624,0.000731694195806031,0.0166228850782499,0.0151788658199213,1081.2498257902,683,0.06441143961339,0.241363690579858,"positive","OK"
"NE",40,"n_neighbours",0.149354632336737,0.00000000629178370779647,0.0483751576141337,0.0469777643066654,1058.83253685206,683,0.0995135493535421,0.199195715319933,"positive","OK"
