"ID","direction","has_neighbour","n_neighbours","nearest_distance_m","mean_distance_m","proximity_pressure","neighbour_density_per_ha","distance_threshold_m","DGR"
"098_2","SE",0,0,NA,NA,0,0,30,2.89775649554604
"098_2","SE",0,0,NA,NA,0,0,40,2.89775649554604
"098_2","SE",1,3,43.4391237571632,45.4577919734774,0.0660707519931632,15.278874536822,50,2.89775649554604
"098_2","SE",1,4,43.4391237571632,48.1266190627798,0.0838855527810918,14.1471060526129,60,2.89775649554604
"098_2","SE",1,5,43.4391237571632,52.0556453887336,0.0986409632549421,12.9922402523996,70,2.89775649554604
"098_2","SE",1,5,43.4391237571632,52.0556453887336,0.0986409632549421,9.94718394324346,80,2.89775649554604
"098_2","SE",1,6,43.4391237571632,58.2137109748279,0.109876408435851,9.43140403507528,90,2.89775649554604
"098_2","SE",1,9,43.4391237571632,70.1050288989813,0.14186833691944,11.4591559026165,100,2.89775649554604
"098_2","SE",1,11,43.4391237571632,76.7868741621136,0.160586083680933,11.5749049521378,110,2.89775649554604
"098_2","SE",1,12,43.4391237571632,80.1319322642174,0.16913838651366,10.6103295394597,120,2.89775649554604
"098_2","SE",1,12,43.4391237571632,80.1319322642174,0.16913838651366,9.04075416379997,130,2.89775649554604
"098_2","SE",1,15,43.4391237571632,91.2780753420344,0.191220768581471,9.74418018929972,140,2.89775649554604
"098_2","SE",1,18,43.4391237571632,100.343844675549,0.211820700961224,10.1859163578813,150,2.89775649554604
"098_2","SE",1,22,43.4391237571632,110.485151076912,0.237449416562406,10.9419023375678,160,2.89775649554604
"098_2","SE",1,23,43.4391237571632,113.059311882349,0.243342486237911,10.1330482798992,170,2.89775649554604
"098_2","SE",1,23,43.4391237571632,113.059311882349,0.243342486237911,9.03842886694714,180,2.89775649554604
"098_2","SE",1,25,43.4391237571632,118.684465171956,0.254250780244541,8.81744837074212,190,2.89775649554604
"098_2","SE",1,26,43.4391237571632,121.471832331124,0.259482109320437,8.27605704077856,200,2.89775649554604
"098_2","SE",1,27,43.4391237571632,124.465083887998,0.264425516591723,7.79534415143977,210,2.89775649554604
"098_2","SE",1,28,43.4391237571632,127.700284585724,0.269075582757872,7.3658486059059,220,2.89775649554604
"098_2","SE",1,29,43.4391237571632,131.141949561225,0.273471021597577,6.97995213559919,230,2.89775649554604
"098_2","SE",1,29,43.4391237571632,131.141949561225,0.273471021597577,6.41040743009023,240,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,6.11154981472878,250,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,5.65047135237498,260,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,5.23966890837516,270,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,4.87209009464986,280,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,4.54187709180201,290,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,4.24413181578388,300,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,3.97473323018261,310,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,3.7301939787163,320,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,3.50754695519329,330,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,3.30425487388018,340,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,3.11813766057591,350,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.94731376096103,360,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.79015239898136,370,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.64523451122264,380,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.51132060105555,390,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.38732414637843,400,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.27228949090154,410,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.16537337539994,420,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,2.06582943980827,430,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.97299516229622,440,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.88628080701506,450,2.89775649554604
