"plot_id","DGR","closest_SW_distance_m","closest_SE_distance_m","log_closest_SW","log_closest_SE"
"106_4",3.8024490120819,16.8555695709798,44.3479923345189,2.82468114051969,3.79206743906168
"115_5",3.79764248257043,20.0938060797258,42.7847200089743,3.00041161233792,3.7561810297087
"113_5",4.80667614157436,14.7970039827608,80.0344762539287,2.69442472668038,4.38245749501434
"112_5",4.45533297623785,15.1633253898753,43.5548904164011,2.71887970905405,3.77402199128562
"117_5",4.16223365151783,16.5012438280812,45.560114211114,2.80343576158541,3.81903264540451
"118_4",4.6362477283814,15.7344625988324,47.7641812698837,2.75585337669719,3.86627601277916
"116_2",3.4711792696122,17.497493651283,117.34339634849,2.86205765074583,4.76510464758616
"111_1",4.16835048520386,18.7413530621244,42.0216549202035,2.93073247602479,3.73818507874897
"124_3",3.89758396252889,16.669638709513,42.8139974719162,2.81358902343324,3.75686509285696
"119_4",4.12319545846978,14.3666244376757,42.5007190872183,2.66490776906435,3.74952099548649
"110_4",4.19269139492109,16.7473376340928,42.4152065386032,2.81823929841929,3.74750694271862
"125_6",4.0211304442702,139.249020174541,49.7695099825583,4.9362638423341,3.90740254718322
"123_6",4.56390094628523,153.847937550343,45.8002347840132,5.03596469609056,3.8242892173955
"132_6",4.71255712633967,67.2958647993841,44.1030492626073,4.20909879047441,3.78652892433926
"084_1",3.27228538797661,16.0881066955341,128.229242081449,2.77808028444327,4.85381961583552
"110_3",5.10628886860521,16.6093718176475,44.9201480821378,2.80996710338248,3.80488642643956
"111_4",4.58748653547194,17.0071692928695,42.6576979818824,2.83363497826599,3.75320774960601
"117_6",3.59332078280612,98.5192661869529,49.3648752353233,4.59025212485831,3.89923914366881
"118_6",3.52282142307179,56.2477128742201,44.5588458304015,4.02976538024402,3.79681069381144
"119_2",4.09517303672561,15.382468585656,44.1967379197607,2.73322845741726,3.78865098363975
"139_5",3.88642390490212,17.0953359857455,49.2955286883292,2.83880567693413,3.89783338095842
"132_3",4.17445462396478,16.0582673591366,45.7400838648129,2.77622381721516,3.82297502210439
"124_1",4.44710645455256,14.6110159135616,40.1548669037894,2.68177575883873,3.69274365107359
"125_3",4.141879549347,15.9010822656873,50.8267655832096,2.76638717393409,3.92842309739033
"081_3",3.63494578260361,15.4673689632014,46.1707330229691,2.73873257663677,3.83234611300038
"080_1",3.57962446308069,15.8199178950276,46.7349200705125,2.76126977237835,3.84449163836268
"079_5",3.78528125134392,15.7250016304379,48.2318594228898,2.75525190627094,3.87601978658031
"077_1",2.92874392916188,17.4050193636625,119.333594020233,2.85675863379726,4.78192288225729
"076_2",2.83644781078446,116.413244842146,90.3373262810069,4.75714631612771,4.50355073360746
"098_4",3.59620602816172,16.3638480228835,43.6925767169099,2.79507451273996,3.77717821849388
"109_1",4.57507702391185,19.4254116570375,43.960015810727,2.96658208815465,3.78328048919703
"109_6",3.76312748490056,52.6005618735022,45.4978456805768,3.96272680169236,3.81766497715634
"108_5",4.26156987833726,16.5312632678297,44.4574755392764,2.80525333164908,3.79453312643087
"106_3",3.39907115038008,15.8859949711797,41.5735536336279,2.76543790165415,3.72746423514437
"092_1",3.60370509697814,17.3435040106346,45.0454937680173,2.85321802767551,3.80767295170427
"086_6",3.3885716435681,53.8392378977584,43.0483117987234,3.98600253029124,3.76232301520873
"093_2",3.79842616203476,16.5016325145017,43.5445392893183,2.8034593162851,3.77378430598351
"104_1",2.3273170423733,16.1291922717681,42.1354757445207,2.78063081473746,3.7408900401187
"103_3",2.47288841240099,16.9892314430648,42.6693132343039,2.83257969881987,3.75348000225679
"116_6",3.56408573976312,140.991387599332,164.378166057862,4.94869880765685,5.10216966393505
"085_6",3.50020615924225,50.2509204137983,46.5851530780872,3.91702886346394,3.84128188689221
"093_3",3.34064448305409,18.8805604305803,42.4107507829286,2.93813284409991,3.74740188629912
"098_5",3.5801813368593,16.6573266725329,44.4143955778391,2.81285016002944,3.79356364161481
"108_6",3.13521703655456,48.0846303386805,45.0110762160138,3.87296259047098,3.80690859761694
"106_2",3.5330349749018,17.1084633593727,41.7723888888952,2.83957327436618,3.73223556837228
"104_2",2.39035699215976,16.0390418690864,42.9935625620149,2.77502586680675,3.7610503966261
"103_2",2.78550128727069,16.3024742056298,42.0303401534508,2.79131688804994,3.73839174209517
"064_6",3.0575096634456,54.7457252672053,46.1420337760877,4.0026992883371,3.83172433014626
"065_6",2.65617433015742,52.6885530898064,47.8934442208843,3.96439822303196,3.86897863118553
"083_1",2.97824366526933,15.8249211525313,129.129897640789,2.76158598555535,4.86081885617482
"079_1",2.26953030120234,17.1846888959993,50.5665985456065,2.84401880690833,3.92329125053201
"058_3",3.59195940260571,16.7581602771491,54.3465574589543,2.8188853203624,3.99538127133951
"057_2",3.6983230677177,15.7436025424188,45.4469818155106,2.7564340949721,3.81654641171903
"072_5",3.04254321605317,16.4875718782539,46.5967990470888,2.80260687759444,3.8415318487957
"074_1",2.94660269137656,15.7753888937035,44.6450193618429,2.75845106065612,3.79874275265355
"071_4",2.20150741848645,16.0881610611907,44.9602079658283,2.77808366368271,3.80577783114921
"071_2",2.11892294143217,17.0949666977703,46.6128732125291,2.83878407502094,3.84187675217772
